1	0.174990	0.808635	4.934732
103	0.191722        1.029003        4.643010
104	0.180547        0.938577        4.648052
105	0.283897        0.943425        4.650563
106	0.251365        0.950721        4.646583
107	0.253899        0.942513        4.649158
108	0.278654        0.981000        4.654999
109	0.234374        0.981741        4.658402
110	0.181822        0.997321        4.650057
111	0.187117        0.998717        4.647654
112	0.180746        0.982752        4.647200
113	0.192872        0.995750        4.653881
114	0.179127        0.993555        4.647388
115	0.181194        0.989765        4.650625
116	0.187172        0.998816        4.656020
117	0.194074        0.989967        4.652596
118	0.191725        0.989462        4.642988
119	0.178701        0.995480        4.645412
120	0.183212        0.993806        4.647122
121	0.192843        0.997554        4.654943
122	0.182293        0.997180        4.648951
123	0.189880        1.000927        4.665153
124	0.184756        0.988470        4.652669
125	0.179680        0.985533        4.658787
126	0.196181        0.987171        4.649254
127	0.191912        0.990946        4.661895
128	0.183436        0.988926        4.651029
129	0.181472        0.990548        4.667492
130	0.181545        0.997615        4.653703
131	0.181636        0.994571        4.653074
132	0.193819        0.990416        4.647620
133	0.178969        0.978196        4.645069
134	0.195324        0.988453        4.652978
135	0.197828        0.997206        4.742640
136	0.180267        0.991632        4.645620
137	0.194930        1.001490        4.660026
138	0.180654        0.995546        4.641746
139	0.180794        0.985693        4.640465
140	0.198135        0.985276        4.642028
141	0.181688        0.999223        4.646613
142	0.190364        0.983633        4.653058
143	0.188263        0.992204        4.643870
144	0.193015        0.995365        4.644975
145	0.179561        0.981090        4.649195
146	0.180914        0.986074        4.651214
147	0.199441        0.991406        4.649990
148	0.191886        0.990492        4.647573
149	0.187952        0.996448        4.646761
150	0.195033        0.982762        4.648728
151	0.183604        0.995994        4.643805
152	0.183213        0.982368        4.640169
153	0.189281        0.985013        4.650512
154	0.184649        0.990802        4.652858
155	0.192743        0.977586        4.654217
156	0.178425        0.997895        4.652776
157	0.187810        0.988455        4.655712
158	0.188007        0.981994        4.653199
159	0.181561        0.996699        4.647338
160	0.192772        0.993288        4.648684
161	0.174484        0.996962        4.650466
162	0.177951        0.993804        4.642358
163	0.178757        0.998106        4.621822
164	0.182613        0.995380        4.625348
165	0.180329        0.985478        4.642382
166	0.165440        0.989387        4.621162
167	0.188409        1.006858        4.620371
168	0.186103        1.004222        4.627117
169	0.174866        0.970601        4.624788
170	0.179389        0.988136        4.619814
171	0.175059        0.991719        4.629626
172	0.180877        0.986117        4.623257
173	0.179697        0.995449        4.646483
174	0.196238        0.995802        4.630664
175	0.192830        0.988472        4.625758
176	0.178461        0.981023        4.631187
177	0.180632        0.990410        4.622048
178	0.178935        0.986974        4.623037
                                        4.637684
                                        4.628077
                                        4.635415
                                        4.620668
                                        4.627508
                                        4.736739
                                        4.626095
                                        4.628524
                                        4.630117
                                        4.629706
                                        4.738530
                                        4.739517
                                        4.638308
                                        4.738585
                                        4.634666
                                        4.639302
                                        4.635173
                                        4.661546
                                        4.658380
                                        4.653709
                                        4.654691
                                        4.658294
                                        4.652944
                                        4.655880
                                        4.657175
                                        4.659236
                                        4.646810
                                        4.654259
                                        4.652774
                                        4.649218
                                        4.777233
                                        4.769737
                                        4.650643
                                        4.652528
                                        4.647684
                                        4.650510
                                        4.658248
                                        4.655799
                                        4.762594
                                        4.650604
